foia,request_date,due_dat,execute_dat,delta_days,compliant
14-4138 , 2014-09-10 , 2014-09-17 , 2014-09-15 , 5 , True
14-4139 , 2014-09-10 , 2014-09-17 , 2014-09-17 , 7 , False
14-4140 , 2014-09-11 , 2014-09-18 , 2014-09-11 , 0 , True
14-4141 , 2014-09-11 , 2014-09-18 , 2014-09-11 , 0 , True
14-4142 , 2014-09-11 , 2014-09-18 , 2014-09-11 , 0 , True
14-4143 , 2014-09-11 , 2014-09-18 , 2014-09-11 , 0 , True
14-4144 , 2014-09-11 , 2014-09-18 , 2014-09-11 , 0 , True
14-4145 , 2014-09-11 , 2014-09-18 , 2014-09-26 , 15 , False
14-4146 , 2014-09-11 , 2014-09-18 , 2014-09-11 , 0 , True
14-4147 , 2014-09-11 , 2014-09-18 , 2014-10-31 , 50 , False
14-4148 , 2014-09-11 , 2014-09-18 , 2014-09-11 , 0 , True
14-4149 , 2014-09-12 , 2014-09-19 , 2014-09-15 , 3 , True
14-4150 , 2014-09-12 , 2014-09-19 , 2014-09-15 , 3 , True
14-4151 , 2014-09-12 , 2014-09-19 , 2014-11-12 , 61 , False
14-4152 , 2014-09-12 , 2014-09-19 , 2014-09-15 , 3 , True
14-4153 , 2014-09-12 , 2014-09-19 , 2014-09-15 , 3 , True
14-4154 , 2014-09-12 , 2014-09-19 , 2014-09-16 , 4 , True
14-4155 , 2014-09-12 , 2014-09-19 , 2014-09-12 , 0 , True
14-4156 , 2014-09-12 , 2014-09-19 , 2014-09-12 , 0 , True
14-4157 , 2014-09-12 , 2014-09-19 , 2014-09-15 , 3 , True
14-4158 , 2014-09-12 , 2014-09-19 , 2014-09-12 , 0 , True
14-4159 , 2014-09-12 , 2014-09-19 , 2014-09-16 , 4 , True
14-4160 , 2014-09-12 , 2014-09-19 , 2014-09-16 , 4 , True
14-4161 , 2014-09-12 , 2014-09-19 , 2014-09-12 , 0 , True
14-4162 , 2014-09-12 , 2014-09-19 , 2014-09-12 , 0 , True
14-4163 , 2014-09-12 , 2014-09-19 , 2014-09-16 , 4 , True
14-4164 , 2014-09-12 , 2014-09-19 , 2014-09-15 , 3 , True
14-4165 , 2014-09-12 , 2014-09-19 , 2014-09-15 , 3 , True
14-4166 , 2014-09-12 , 2014-09-19 , 2014-09-15 , 3 , True
14-4167 , 2014-09-12 , 2014-09-19 , 2014-09-15 , 3 , True
14-4168 , 2014-09-12 , 2014-09-19 , 2014-09-25 , 13 , False
14-4169 , 2014-09-12 , 2014-09-19 , 2014-09-25 , 13 , False
14-4170 , 2014-09-12 , 2014-09-19 , 2014-09-25 , 13 , False
14-4171 , 2014-09-12 , 2014-09-19 , 2014-09-12 , 0 , True
14-4172 , 2014-09-12 , 2014-09-19 , 2014-10-23 , 41 , False
14-4173 , 2014-09-12 , 2014-09-19 , 2014-09-12 , 0 , True
14-4174 , 2014-09-12 , 2014-09-19 , 2014-09-12 , 0 , True
14-4175 , 2014-09-12 , 2014-09-19 , 2014-09-24 , 12 , False
14-4176 , 2014-09-12 , 2014-09-19 , 2014-09-24 , 12 , False
14-4177 , 2014-09-12 , 2014-09-19 , 2014-09-24 , 12 , False
14-4178 , 2014-09-12 , 2014-09-19 , 2014-08-12 , -31 , True
14-4179 , 2014-09-12 , 2014-09-19 , 2014-09-12 , 0 , True
14-4180 , 2014-09-12 , 2014-09-19 , 2014-09-12 , 0 , True
14-4181 , 2014-09-12 , 2014-09-19 , 2014-09-12 , 0 , True
14-4182 , 2014-09-12 , 2014-09-19 , 2014-09-15 , 3 , True
14-4183 , 2014-09-12 , 2014-09-19 , 2014-09-12 , 0 , True
14-4184 , 2014-09-12 , 2014-09-19 , 2014-09-12 , 0 , True
14-4185 , 2014-09-15 , 2014-09-22 , 2014-09-15 , 0 , True
14-4186 , 2014-09-15 , 2014-09-22 , 2014-09-15 , 0 , True
14-4187 , 2014-09-15 , 2014-09-22 , 2014-09-15 , 0 , True
14-4188 , 2014-09-15 , 2014-09-22 , 2014-09-25 , 10 , False
14-4189 , 2014-09-15 , 2014-09-22 , 2014-09-15 , 0 , True
14-4190 , 2014-09-15 , 2014-09-22 , 2014-09-15 , 0 , True
14-4191 , 2014-09-15 , 2014-09-22 , 2014-09-15 , 0 , True
14-4192 , 2014-09-15 , 2014-09-22 , 2014-09-16 , 1 , True
14-4193 , 2014-09-15 , 2014-09-22 , 2014-09-22 , 7 , False
14-4194 , 2014-09-15 , 2014-09-22 , 2014-09-15 , 0 , True
14-4195 , 2014-09-15 , 2014-09-22 , 2014-09-22 , 7 , False
14-4196 , 2014-09-15 , 2014-09-22 , 2014-09-23 , 8 , False
14-4197 , 2014-09-15 , 2014-09-22 , 2014-09-16 , 1 , True
14-4198 , 2014-09-15 , 2014-09-22 , 2014-09-16 , 1 , True
14-4199 , 2014-09-15 , 2014-09-22 , 2014-09-16 , 1 , True
14-4200 , 2014-09-15 , 2014-09-22 , 2014-09-16 , 1 , True
14-4201 , 2014-09-16 , 2014-09-23 , 2014-09-16 , 0 , True
14-4202 , 2014-09-16 , 2014-09-23 , 2014-09-16 , 0 , True
14-4203 , 2014-09-16 , 2014-09-23 , 2014-09-16 , 0 , True
14-4204 , 2014-09-16 , 2014-09-23 , 2014-09-16 , 0 , True
14-4205 , 2014-09-16 , 2014-09-23 , 2014-09-16 , 0 , True
14-4206 , 2014-09-16 , 2014-09-23 , 2014-09-16 , 0 , True
14-4207 , 2014-09-16 , 2014-09-23 , 2014-09-18 , 2 , True
14-4208 , 2014-09-16 , 2014-09-23 , 2014-09-16 , 0 , True
14-4209 , 2014-09-16 , 2014-09-23 , 2014-09-16 , 0 , True
14-4210 , 2014-09-16 , 2014-09-23 , 2014-11-07 , 52 , False
14-4211 , 2014-09-16 , 2014-09-23 , 2014-11-10 , 55 , False
14-4212 , 2014-09-16 , 2014-09-23 , 2014-09-16 , 0 , True
14-4213 , 2014-09-16 , 2014-09-23 , 2014-09-17 , 1 , True
14-4214 , 2014-09-16 , 2014-09-23 , 2014-09-16 , 0 , True
14-4215 , 2014-09-16 , 2014-09-23 , 2014-10-14 , 28 , False
14-4216 , 2014-09-16 , 2014-09-23 , 2014-09-19 , 3 , True
14-4217 , 2014-09-16 , 2014-09-23 , 2014-09-16 , 0 , True
14-4218 , 2014-09-16 , 2014-09-23 , 2014-10-15 , 29 , False
14-4219 , 2014-09-16 , 2014-09-23 , 2014-09-16 , 0 , True
14-4220 , 2014-09-16 , 2014-09-23 , 2014-09-22 , 6 , False
14-4221 , 2014-09-16 , 2014-09-23 , 2014-09-16 , 0 , True
14-4222 , 2014-09-16 , 2014-09-23 , 2014-09-16 , 0 , True
14-4223 , 2014-09-16 , 2014-09-23 , 2014-09-16 , 0 , True
14-4224 , 2014-09-16 , 2014-09-23 , 2014-10-09 , 23 , False
14-4225 , 2014-09-16 , 2014-09-23 , 2014-10-03 , 17 , False
14-4226 , 2014-09-16 , 2014-09-23 , 2014-09-16 , 0 , True
14-4227 , 2014-09-16 , 2014-09-23 , 2014-09-17 , 1 , True
14-4228 , 2014-09-16 , 2014-09-23 , 2014-09-17 , 1 , True
14-4229 , 2014-09-16 , 2014-09-23 , 2014-09-16 , 0 , True
14-4230 , 2014-09-16 , 2014-09-23 , 2014-09-17 , 1 , True
14-4231 , 2014-09-16 , 2014-09-23 , 2014-09-22 , 6 , False
14-4232 , 2014-09-17 , 2014-09-24 , 2014-10-22 , 35 , False
14-4233 , 2014-09-17 , 2014-09-24 , 2014-10-22 , 35 , False
14-4234 , 2014-09-17 , 2014-09-24 , 2014-09-24 , 7 , False
14-4235 , 2014-09-17 , 2014-09-24 , 2014-09-17 , 0 , True
14-4236 , 2014-09-17 , 2014-09-24 , 2014-09-17 , 0 , True
14-4237 , 2014-09-17 , 2014-09-24 , 2014-10-14 , 27 , False
14-4238 , 2014-09-17 , 2014-09-24 , 2014-09-24 , 7 , False
14-4239 , 2014-09-17 , 2014-09-24 , 2014-09-17 , 0 , True
14-4240 , 2014-09-17 , 2014-09-24 , 2014-09-17 , 0 , True
14-4241 , 2014-09-17 , 2014-09-24 , 2014-09-17 , 0 , True
14-4242 , 2014-09-17 , 2014-09-24 , 2014-09-17 , 0 , True
14-4243 , 2014-09-17 , 2014-09-24 , 2014-09-17 , 0 , True
14-4244 , 2014-09-17 , 2014-09-24 , 2014-09-17 , 0 , True
14-4245 , 2014-09-17 , 2014-09-24 , 2014-09-17 , 0 , True
14-4246 , 2014-09-17 , 2014-09-24 , 2014-09-17 , 0 , True
14-4247 , 2014-09-17 , 2014-09-24 , 2014-09-22 , 5 , True
14-4248 , 2014-09-17 , 2014-09-24 , 2014-09-17 , 0 , True
14-4249 , 2014-09-17 , 2014-09-24 , 2014-10-22 , 35 , False
14-4250 , 2014-09-17 , 2014-09-24 , 2014-09-17 , 0 , True
14-4251 , 2014-09-17 , 2014-09-24 , 2014-09-17 , 0 , True
14-4252 , 2014-09-17 , 2014-09-24 , 2014-09-17 , 0 , True
14-4253 , 2014-09-17 , 2014-09-24 , 2014-09-17 , 0 , True
14-4254 , 2014-09-17 , 2014-09-24 , 2014-09-17 , 0 , True
14-4255 , 2014-09-17 , 2014-09-24 , 2014-09-17 , 0 , True
14-4256 , 2014-09-18 , 2014-09-25 , 2014-09-18 , 0 , True
14-4257 , 2014-09-18 , 2014-09-25 , 2014-09-18 , 0 , True
14-4258 , 2014-09-18 , 2014-09-25 , 2014-09-18 , 0 , True
14-4259 , 2014-09-18 , 2014-09-25 , 2014-09-18 , 0 , True
14-4260 , 2014-09-18 , 2014-09-25 , 2014-09-18 , 0 , True
14-4261 , 2014-09-18 , 2014-09-25 , 2014-09-18 , 0 , True
14-4262 , 2014-09-18 , 2014-09-25 , 2014-09-18 , 0 , True
14-4263 , 2014-09-18 , 2014-09-25 , 2014-09-18 , 0 , True
14-4264 , 2014-09-18 , 2014-09-25 , 2014-09-18 , 0 , True
14-4265 , 2014-09-18 , 2014-09-25 , 2014-09-25 , 7 , False
14-4266 , 2014-09-18 , 2014-09-25 , 2014-09-18 , 0 , True
14-4267 , 2014-09-18 , 2014-09-25 , 2014-09-18 , 0 , True
14-4268 , 2014-09-18 , 2014-09-25 , 2014-09-18 , 0 , True
14-4269 , 2014-09-18 , 2014-09-25 , 2014-09-25 , 7 , False
14-4270 , 2014-09-18 , 2014-09-25 , 2014-09-18 , 0 , True
14-4271 , 2014-09-18 , 2014-09-25 , 2014-09-18 , 0 , True
14-4272 , 2014-09-18 , 2014-09-25 , 2014-09-19 , 1 , True
14-4273 , 2014-09-18 , 2014-09-25 , 2014-09-18 , 0 , True
14-4274 , 2014-09-18 , 2014-09-25 , 2014-09-18 , 0 , True
14-4275 , 2014-09-18 , 2014-09-25 , 2014-09-18 , 0 , True
14-4276 , 2014-09-18 , 2014-09-25 , 2014-09-18 , 0 , True
14-4278 , 2014-09-18 , 2014-09-25 , 2014-09-18 , 0 , True
14-4279 , 2014-09-18 , 2014-09-25 , 2014-09-18 , 0 , True
14-4280 , 2014-09-18 , 2014-09-25 , 2014-10-29 , 41 , False
14-4281 , 2014-09-18 , 2014-09-25 , 2014-10-15 , 27 , False
14-4282 , 2014-09-18 , 2014-09-25 , 2014-09-18 , 0 , True
14-4283 , 2014-09-18 , 2014-09-25 , 2014-09-18 , 0 , True
14-4284 , 2014-09-18 , 2014-09-25 , 2014-09-18 , 0 , True
14-4285 , 2014-09-18 , 2014-09-25 , 2014-09-18 , 0 , True
14-4286 , 2014-09-18 , 2014-09-25 , 2014-10-17 , 29 , False
14-4287 , 2014-09-19 , 2014-09-26 , 2014-10-09 , 20 , False
14-4288 , 2014-09-19 , 2014-09-26 , 2014-10-01 , 12 , False
14-4289 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4290 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4291 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4292 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4294 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4295 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4296 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4297 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4298 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4299 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4300 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4301 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4302 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4303 , 2014-09-19 , 2014-09-26 , 2014-09-26 , 7 , False
14-4304 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4305 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4306 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4307 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4308 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4309 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4310 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4311 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4312 , 2014-09-19 , 2014-09-26 , 2014-09-30 , 11 , False
14-4313 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4314 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4315 , 2014-09-19 , 2014-09-26 , 2014-09-23 , 4 , True
14-4316 , 2014-09-19 , 2014-09-26 , 2014-09-23 , 4 , True
14-4317 , 2014-09-19 , 2014-09-26 , 2014-09-22 , 3 , True
14-4318 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4319 , 2014-09-19 , 2014-09-26 , 2014-12-17 , 89 , False
14-4320 , 2014-09-19 , 2014-09-26 , 2014-10-14 , 25 , False
14-4321 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4322 , 2014-09-19 , 2014-09-26 , 2014-09-25 , 6 , False
14-4323 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4324 , 2014-09-19 , 2014-09-26 , 2014-09-29 , 10 , False
14-4325 , 2014-09-19 , 2014-09-26 , 2014-11-12 , 54 , False
14-4326 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4327 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4328 , 2014-09-19 , 2014-09-26 , 2014-09-19 , 0 , True
14-4329 , 2014-09-19 , 2014-09-26 , 2014-09-22 , 3 , True
14-4330 , 2014-09-19 , 2014-09-26 , 2014-09-22 , 3 , True
14-4331 , 2014-09-22 , 2014-09-29 , 2014-09-29 , 7 , False
14-4332 , 2014-09-22 , 2014-09-29 , 2014-09-25 , 3 , True
14-4333 , 2014-09-22 , 2014-09-29 , 2014-09-22 , 0 , True
14-4334 , 2014-09-22 , 2014-09-29 , 2014-09-22 , 0 , True
14-4335 , 2014-09-22 , 2014-09-29 , 2014-09-22 , 0 , True
14-4336 , 2014-09-22 , 2014-09-29 , 2014-09-22 , 0 , True
14-4337 , 2014-09-22 , 2014-09-29 , 2014-09-22 , 0 , True
14-4338 , 2014-09-22 , 2014-09-29 , 2014-09-22 , 0 , True
14-4339 , 2014-09-22 , 2014-09-29 , 2014-09-22 , 0 , True
14-4340 , 2014-09-22 , 2014-09-29 , 2014-09-22 , 0 , True
14-4341 , 2014-09-22 , 2014-09-29 , 2014-09-22 , 0 , True
14-4342 , 2014-09-22 , 2014-09-29 , 2014-09-22 , 0 , True
14-4343 , 2014-09-22 , 2014-09-29 , 2014-10-03 , 11 , False
14-4344 , 2014-09-22 , 2014-09-29 , 2014-10-02 , 10 , False
14-4345 , 2014-09-22 , 2014-09-29 , 2014-01-12 , -253 , True
14-4346 , 2014-09-22 , 2014-09-29 , 2014-09-22 , 0 , True
14-4347 , 2014-09-22 , 2014-09-29 , 2014-09-22 , 0 , True
14-4348 , 2014-09-22 , 2014-09-29 , 2014-10-17 , 25 , False
14-4349 , 2014-09-22 , 2014-09-29 , 2014-09-22 , 0 , True
14-4350 , 2014-09-22 , 2014-09-29 , 2014-09-22 , 0 , True
14-4351 , 2014-09-22 , 2014-09-29 , 2014-09-22 , 0 , True
14-4352 , 2014-09-22 , 2014-09-29 , 2014-09-29 , 7 , False
14-4353 , 2014-09-22 , 2014-09-29 , 2014-09-22 , 0 , True
14-4354 , 2014-09-22 , 2014-09-29 , 2014-10-02 , 10 , False
14-4355 , 2014-09-22 , 2014-09-29 , 2014-09-22 , 0 , True
14-4356 , 2014-09-22 , 2014-09-29 , 2015-01-21 , 121 , False
14-4357 , 2014-09-22 , 2014-09-29 , 2014-09-22 , 0 , True
14-4358 , 2014-09-22 , 2014-09-29 , 2014-09-22 , 0 , True
14-4359 , 2014-09-23 , 2014-09-30 , 2014-09-30 , 7 , False
14-4360 , 2014-09-23 , 2014-09-30 , 2014-09-23 , 0 , True
14-4361 , 2014-09-23 , 2014-09-30 , 2014-09-23 , 0 , True
14-4362 , 2014-09-23 , 2014-09-30 , 2014-09-23 , 0 , True
14-4363 , 2014-09-23 , 2014-09-30 , 2014-09-23 , 0 , True
14-4364 , 2014-09-23 , 2014-09-30 , 2014-09-23 , 0 , True
14-4365 , 2014-09-23 , 2014-09-30 , 2014-09-23 , 0 , True
14-4366 , 2014-09-23 , 2014-09-30 , 2014-09-23 , 0 , True
14-4367 , 2014-09-23 , 2014-09-30 , 2014-09-23 , 0 , True
14-4368 , 2014-09-23 , 2014-09-30 , 2014-09-24 , 1 , True
14-4369 , 2014-09-23 , 2014-09-30 , 2014-09-23 , 0 , True
14-4370 , 2014-09-23 , 2014-09-30 , 2014-09-23 , 0 , True
14-4371 , 2014-09-23 , 2014-09-30 , 2014-09-23 , 0 , True
14-4372 , 2014-09-23 , 2014-09-30 , 2014-09-23 , 0 , True
14-4373 , 2014-09-23 , 2014-09-30 , 2014-09-24 , 1 , True
14-4374 , 2014-09-23 , 2014-09-30 , 2014-10-17 , 24 , False
14-4375 , 2014-09-23 , 2014-09-30 , 2014-09-23 , 0 , True
14-4376 , 2014-09-23 , 2014-09-30 , 2014-09-23 , 0 , True
14-4377 , 2014-09-23 , 2014-09-30 , 2014-09-23 , 0 , True
14-4378 , 2014-09-23 , 2014-09-30 , 2014-09-23 , 0 , True
14-4379 , 2014-09-23 , 2014-09-30 , 2014-09-30 , 7 , False
14-4380 , 2014-09-23 , 2014-09-30 , 2014-09-23 , 0 , True
14-4381 , 2014-09-23 , 2014-09-30 , 2014-09-23 , 0 , True
14-4382 , 2014-09-23 , 2014-09-30 , 2014-09-23 , 0 , True
14-4383 , 2014-09-23 , 2014-09-30 , 2014-10-03 , 10 , False
14-4384 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4385 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4386 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4387 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4388 , 2014-09-24 , 2014-10-01 , 2014-09-25 , 1 , True
14-4389 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4390 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4391 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4392 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4393 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4394 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4395 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4396 , 2014-09-24 , 2014-10-01 , 2014-10-10 , 16 , False
14-4397 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4398 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4399 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4400 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4401 , 2014-09-24 , 2014-10-01 , 2014-10-22 , 28 , False
14-4402 , 2014-09-24 , 2014-10-01 , 2014-10-01 , 7 , False
14-4403 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4404 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4405 , 2014-09-24 , 2014-10-01 , 2014-09-25 , 1 , True
14-4406 , 2014-09-24 , 2014-10-01 , 2014-09-25 , 1 , True
14-4407 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4408 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4409 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4410 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4411 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4412 , 2014-09-24 , 2014-10-01 , 2014-10-07 , 13 , False
14-4413 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4414 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4415 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4416 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4417 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4418 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4419 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4420 , 2014-09-24 , 2014-10-01 , 2014-09-24 , 0 , True
14-4421 , 2014-09-25 , 2014-10-02 , 2014-09-25 , 0 , True
14-4422 , 2014-09-25 , 2014-10-02 , 2014-09-25 , 0 , True
14-4423 , 2014-09-25 , 2014-10-02 , 2014-09-25 , 0 , True
14-4424 , 2014-09-25 , 2014-10-02 , 2014-10-16 , 21 , False
14-4425 , 2014-09-25 , 2014-10-02 , 2014-09-25 , 0 , True
14-4426 , 2014-09-25 , 2014-10-02 , 2014-09-25 , 0 , True
14-4427 , 2014-09-25 , 2014-10-02 , 2014-09-25 , 0 , True
14-4428 , 2014-09-25 , 2014-10-02 , 2014-09-25 , 0 , True
14-4429 , 2014-09-25 , 2014-10-02 , 2014-09-25 , 0 , True
14-4430 , 2014-09-25 , 2014-10-02 , 2014-09-25 , 0 , True
14-4431 , 2014-09-25 , 2014-10-02 , 2014-09-25 , 0 , True
14-4432 , 2014-09-25 , 2014-10-02 , 2014-12-14 , 80 , False
14-4433 , 2014-09-25 , 2014-10-02 , 2014-09-25 , 0 , True
14-4434 , 2014-09-25 , 2014-10-02 , 2014-09-25 , 0 , True
14-4435 , 2014-09-25 , 2014-10-02 , 2014-09-25 , 0 , True
14-4436 , 2014-09-25 , 2014-10-02 , 2014-09-25 , 0 , True
14-4437 , 2014-09-25 , 2014-10-02 , 2014-10-03 , 8 , False
14-4438 , 2014-09-25 , 2014-10-02 , 2014-10-01 , 6 , False
14-4439 , 2014-09-25 , 2014-10-02 , 2014-09-25 , 0 , True
14-4440 , 2014-09-25 , 2014-10-02 , 2014-09-25 , 0 , True
14-4441 , 2014-09-25 , 2014-10-02 , 2014-09-25 , 0 , True
14-4442 , 2014-09-25 , 2014-10-02 , 2014-10-15 , 20 , False
14-4443 , 2014-09-25 , 2014-10-02 , 2014-09-25 , 0 , True
14-4444 , 2014-09-25 , 2014-10-02 , 2014-10-28 , 33 , False
14-4445 , 2014-09-25 , 2014-10-02 , 2014-09-25 , 0 , True
14-4446 , 2014-09-25 , 2014-10-02 , 2014-10-07 , 12 , False
14-4447 , 2014-09-25 , 2014-10-02 , 2014-09-25 , 0 , True
14-4448 , 2014-09-26 , 2014-10-03 , 2014-11-18 , 53 , False
14-4449 , 2014-09-26 , 2014-10-03 , 2014-09-26 , 0 , True
14-4450 , 2014-09-26 , 2014-10-03 , 2014-09-26 , 0 , True
14-4451 , 2014-09-26 , 2014-10-03 , 2014-09-26 , 0 , True
14-4452 , 2014-09-26 , 2014-10-03 , 2014-09-26 , 0 , True
14-4453 , 2014-09-26 , 2014-10-03 , 2014-09-26 , 0 , True
14-4454 , 2014-09-26 , 2014-10-03 , 2014-09-26 , 0 , True
14-4455 , 2014-09-26 , 2014-10-03 , 2014-09-26 , 0 , True
14-4456 , 2014-09-26 , 2014-10-03 , 2014-09-26 , 0 , True
14-4457 , 2014-09-26 , 2014-10-03 , 2014-09-26 , 0 , True
14-4458 , 2014-09-26 , 2014-10-03 , 2014-09-26 , 0 , True
14-4459 , 2014-09-26 , 2014-10-03 , 2014-09-26 , 0 , True
14-4460 , 2014-09-26 , 2014-10-03 , 2014-09-26 , 0 , True
14-4461 , 2014-09-26 , 2014-10-03 , 2014-09-26 , 0 , True
14-4462 , 2014-09-26 , 2014-10-03 , 2014-09-26 , 0 , True
14-4463 , 2014-09-26 , 2014-10-03 , 2014-09-26 , 0 , True
14-4464 , 2014-09-26 , 2014-10-03 , 2014-09-26 , 0 , True
14-4465 , 2014-09-29 , 2014-10-06 , 2014-09-29 , 0 , True
14-4466 , 2014-09-29 , 2014-10-06 , 2014-09-29 , 0 , True
14-4467 , 2014-09-29 , 2014-10-06 , 2014-09-29 , 0 , True
14-4468 , 2014-09-29 , 2014-10-06 , 2014-09-29 , 0 , True
14-4469 , 2014-09-29 , 2014-10-06 , 2014-10-06 , 7 , False
14-4470 , 2014-09-29 , 2014-10-06 , 2014-09-29 , 0 , True
14-4471 , 2014-09-29 , 2014-10-06 , 2014-09-29 , 0 , True
14-4472 , 2014-09-29 , 2014-10-06 , 2014-09-29 , 0 , True
14-4473 , 2014-09-29 , 2014-10-06 , 2014-09-29 , 0 , True
14-4474 , 2014-09-29 , 2014-10-06 , 2014-09-29 , 0 , True
14-4475 , 2014-09-29 , 2014-10-06 , 2014-09-29 , 0 , True
14-4476 , 2014-09-29 , 2014-10-06 , 2014-09-29 , 0 , True
14-4477 , 2014-09-29 , 2014-10-06 , 2014-09-30 , 1 , True
14-4478 , 2014-09-29 , 2014-10-06 , 2014-09-29 , 0 , True
14-4479 , 2014-09-29 , 2014-10-06 , 2014-09-29 , 0 , True
14-4480 , 2014-09-29 , 2014-10-06 , 2014-09-29 , 0 , True
14-4481 , 2014-09-29 , 2014-10-06 , 2014-09-29 , 0 , True
14-4482 , 2014-09-29 , 2014-10-06 , 2014-09-29 , 0 , True
14-4483 , 2014-09-29 , 2014-10-06 , 2014-09-29 , 0 , True
14-4484 , 2014-09-29 , 2014-10-06 , 2014-09-29 , 0 , True
14-4485 , 2014-09-29 , 2014-10-06 , 2014-09-29 , 0 , True
14-4486 , 2014-09-29 , 2014-10-06 , 2014-09-30 , 1 , True
14-4487 , 2014-09-29 , 2014-10-06 , 2014-09-29 , 0 , True
14-4488 , 2014-09-29 , 2014-10-06 , 2014-10-08 , 9 , False
14-4489 , 2014-09-29 , 2014-10-06 , 2014-09-29 , 0 , True
14-4490 , 2014-09-29 , 2014-10-06 , 2014-09-29 , 0 , True
14-4491 , 2014-09-29 , 2014-10-06 , 2014-10-15 , 16 , False
14-4492 , 2014-09-29 , 2014-10-06 , 2014-09-29 , 0 , True
14-4493 , 2014-09-29 , 2014-10-06 , 2014-09-29 , 0 , True
14-4494 , 2014-09-30 , 2014-10-07 , 2014-09-30 , 0 , True
14-4495 , 2014-09-30 , 2014-10-07 , 2014-09-30 , 0 , True
14-4496 , 2014-09-30 , 2014-10-07 , 2014-09-30 , 0 , True
14-4497 , 2014-09-30 , 2014-10-07 , 2014-09-30 , 0 , True
