foia,request_date,due_dat,execute_dat,delta_days,compliant
12-0360 , 2012-02-01 , 2012-02-08 , 2012-02-01 , 0 , True
12-0361 , 2012-02-01 , 2012-02-08 , 2012-02-01 , 0 , True
12-0362 , 2012-02-01 , 2012-02-08 , 2012-02-01 , 0 , True
12-0363 , 2012-02-01 , 2012-02-08 , 2012-02-01 , 0 , True
12-0364 , 2012-02-01 , 2012-02-08 , 2012-01-01 , -31 , True
12-0365 , 2012-02-01 , 2012-02-08 , 2012-02-01 , 0 , True
12-0366 , 2012-02-01 , 2012-02-08 , 2012-02-01 , 0 , True
12-0367 , 2012-02-01 , 2012-02-08 , 2012-02-01 , 0 , True
12-0368 , 2012-02-01 , 2012-02-08 , 2012-02-01 , 0 , True
12-0369 , 2012-02-01 , 2012-02-08 , 2012-02-01 , 0 , True
12-0370 , 2012-02-01 , 2012-02-08 , 2012-02-01 , 0 , True
12-0371 , 2012-02-01 , 2012-02-08 , 2012-02-01 , 0 , True
12-0372 , 2012-02-01 , 2012-02-08 , 2012-02-01 , 0 , True
12-0373 , 2012-02-01 , 2012-02-08 , 2012-02-01 , 0 , True
12-0374 , 2012-02-01 , 2012-02-08 , 2012-02-01 , 0 , True
12-0375 , 2012-02-01 , 2012-02-08 , 2012-02-01 , 0 , True
12-0376 , 2012-02-01 , 2012-02-08 , 2012-02-06 , 5 , True
12-0377 , 2012-02-01 , 2012-02-08 , 2012-02-08 , 7 , False
12-0378 , 2012-02-02 , 2012-02-09 , 2012-02-17 , 15 , False
12-0379 , 2012-02-02 , 2012-02-09 , 2012-02-06 , 4 , True
12-0380 , 2012-02-02 , 2012-02-09 , 2012-02-07 , 5 , True
12-0381 , 2012-02-02 , 2012-02-09 , 2012-02-06 , 4 , True
12-0382 , 2012-02-02 , 2012-02-09 , 2012-02-02 , 0 , True
12-0383 , 2012-02-02 , 2012-02-09 , 2012-02-02 , 0 , True
12-0384 , 2012-02-02 , 2012-02-09 , 2012-02-08 , 6 , False
12-0385 , 2012-02-02 , 2012-02-09 , 2012-02-02 , 0 , True
12-0386 , 2012-02-02 , 2012-02-09 , 2012-02-02 , 0 , True
12-0387 , 2012-02-02 , 2012-02-09 , 2012-02-15 , 13 , False
12-0388 , 2012-02-02 , 2012-02-09 , 2012-02-02 , 0 , True
12-0389 , 2012-02-02 , 2012-02-09 , 2012-02-02 , 0 , True
12-0390 , 2012-02-02 , 2012-02-09 , 2012-02-02 , 0 , True
12-0391 , 2012-02-02 , 2012-02-09 , 2012-02-02 , 0 , True
12-0392 , 2012-02-02 , 2012-02-09 , 2012-02-02 , 0 , True
12-0393 , 2012-02-02 , 2012-02-09 , 2012-02-02 , 0 , True
12-0394 , 2012-02-02 , 2012-02-09 , 2012-02-03 , 1 , True
12-0395 , 2012-02-03 , 2012-02-10 , 2012-02-03 , 0 , True
12-0396 , 2012-02-03 , 2012-02-10 , 2012-02-03 , 0 , True
12-0397 , 2012-02-03 , 2012-02-10 , 2012-02-03 , 0 , True
12-0398 , 2012-02-03 , 2012-02-10 , 2012-02-03 , 0 , True
12-0399 , 2012-02-03 , 2012-02-10 , 2012-02-03 , 0 , True
12-0400 , 2012-02-03 , 2012-02-10 , 2012-02-03 , 0 , True
12-0401 , 2012-02-03 , 2012-02-10 , 2012-02-16 , 13 , False
12-0402 , 2012-02-03 , 2012-02-10 , 2012-02-03 , 0 , True
12-0403 , 2012-02-03 , 2012-02-10 , 2012-02-06 , 3 , True
12-0404 , 2012-02-03 , 2012-02-10 , 2012-02-03 , 0 , True
12-0405 , 2012-02-03 , 2012-02-10 , 2012-02-03 , 0 , True
12-0406 , 2012-02-03 , 2012-02-10 , 2012-02-06 , 3 , True
12-0407 , 2012-02-03 , 2012-02-10 , 2012-02-14 , 11 , False
12-0408 , 2012-02-03 , 2012-02-10 , 2012-02-24 , 21 , False
12-0409 , 2012-02-03 , 2012-02-10 , 2012-02-06 , 3 , True
12-0410 , 2012-02-06 , 2012-02-13 , 2012-02-06 , 0 , True
12-0411 , 2012-02-06 , 2012-02-13 , 2012-02-07 , 1 , True
12-0412 , 2012-02-06 , 2012-02-13 , 2012-02-06 , 0 , True
12-0413 , 2012-02-06 , 2012-02-13 , 2012-02-08 , 2 , True
12-0414 , 2012-02-06 , 2012-02-13 , 2012-02-06 , 0 , True
12-0415 , 2012-02-06 , 2012-02-13 , 2012-02-06 , 0 , True
12-0416 , 2012-02-06 , 2012-02-13 , 2012-02-06 , 0 , True
12-0417 , 2012-02-06 , 2012-02-13 , 2012-02-07 , 1 , True
12-0418 , 2012-02-06 , 2012-02-13 , 2012-02-10 , 4 , True
12-0419 , 2012-02-06 , 2012-02-13 , 2012-02-06 , 0 , True
12-0420 , 2012-02-06 , 2012-02-13 , 2012-02-07 , 1 , True
12-0421 , 2012-02-07 , 2012-02-14 , 2012-02-07 , 0 , True
12-0422 , 2012-02-07 , 2012-02-14 , 2012-02-15 , 8 , False
12-0423 , 2012-02-07 , 2012-02-14 , 2012-02-08 , 1 , True
12-0424 , 2012-02-08 , 2012-02-15 , 2012-02-08 , 0 , True
12-0425 , 2012-02-07 , 2012-02-14 , 2012-02-07 , 0 , True
12-0426 , 2012-02-07 , 2012-02-14 , 2012-02-07 , 0 , True
12-0427 , 2012-02-07 , 2012-02-14 , 2012-02-07 , 0 , True
12-0428 , 2012-02-07 , 2012-02-14 , 2012-02-08 , 1 , True
12-0429 , 2012-02-07 , 2012-02-14 , 2012-02-08 , 1 , True
12-0430 , 2012-02-07 , 2012-02-14 , 2012-02-08 , 1 , True
12-0431 , 2012-02-07 , 2012-02-14 , 2012-02-16 , 9 , False
12-0432 , 2012-02-07 , 2012-02-14 , 2012-02-14 , 7 , False
12-0433 , 2012-02-07 , 2012-02-14 , 2012-02-14 , 7 , False
12-0434 , 2012-02-07 , 2012-02-14 , 2012-02-14 , 7 , False
12-0435 , 2012-02-07 , 2012-02-14 , 2012-02-14 , 7 , False
12-0436 , 2012-02-07 , 2012-02-14 , 2012-02-14 , 7 , False
12-0437 , 2012-02-07 , 2012-02-14 , 2012-02-14 , 7 , False
12-0438 , 2012-02-07 , 2012-02-14 , 2012-02-14 , 7 , False
12-0439 , 2012-02-07 , 2012-02-14 , 2012-02-14 , 7 , False
12-0440 , 2012-02-07 , 2012-02-14 , 2012-02-07 , 0 , True
12-0441 , 2012-02-07 , 2012-02-14 , 2012-02-07 , 0 , True
12-0442 , 2012-02-07 , 2012-02-14 , 2012-02-08 , 1 , True
12-0443 , 2012-02-07 , 2012-02-14 , 2012-02-08 , 1 , True
12-0444 , 2012-02-08 , 2012-02-15 , 2012-02-14 , 6 , False
12-0445 , 2012-02-08 , 2012-02-15 , 2012-02-08 , 0 , True
12-0446 , 2012-02-08 , 2012-02-15 , 2012-02-09 , 1 , True
12-0447 , 2012-02-08 , 2012-02-15 , 2012-02-08 , 0 , True
12-0448 , 2012-02-08 , 2012-02-15 , 2012-02-08 , 0 , True
12-0449 , 2012-02-08 , 2012-02-15 , 2012-02-08 , 0 , True
12-0450 , 2012-02-08 , 2012-02-15 , 2012-02-08 , 0 , True
12-0451 , 2012-02-08 , 2012-02-15 , 2012-02-08 , 0 , True
12-0452 , 2012-02-08 , 2012-02-15 , 2012-02-28 , 20 , False
12-0453 , 2012-02-08 , 2012-02-15 , 2012-02-14 , 6 , False
12-0454 , 2012-02-08 , 2012-02-15 , 2012-02-09 , 1 , True
12-0455 , 2012-02-08 , 2012-02-15 , 2012-02-16 , 8 , False
12-0456 , 2012-02-08 , 2012-02-15 , 2012-02-17 , 9 , False
12-0457 , 2012-02-08 , 2012-02-15 , 2012-02-08 , 0 , True
12-0458 , 2012-02-08 , 2012-02-15 , 2012-02-10 , 2 , True
12-0459 , 2012-02-08 , 2012-02-15 , 2012-02-15 , 7 , False
12-0460 , 2012-02-08 , 2012-02-15 , 2012-02-08 , 0 , True
12-0461 , 2012-02-08 , 2012-02-15 , 2012-02-08 , 0 , True
12-0462 , 2012-02-08 , 2012-02-15 , 2012-02-08 , 0 , True
12-0463 , 2012-02-08 , 2012-02-15 , 2012-02-08 , 0 , True
12-0465 , 2012-02-08 , 2012-02-15 , 2012-02-09 , 1 , True
12-0466 , 2012-02-08 , 2012-02-15 , 2012-02-08 , 0 , True
12-0467 , 2012-02-08 , 2012-02-15 , 2012-02-09 , 1 , True
12-0468 , 2012-02-08 , 2012-02-15 , 2012-02-08 , 0 , True
12-0469 , 2012-02-08 , 2012-02-15 , 2012-02-08 , 0 , True
12-0470 , 2012-02-08 , 2012-02-15 , 2012-02-08 , 0 , True
12-0471 , 2012-02-08 , 2012-02-15 , 2012-02-08 , 0 , True
12-0472 , 2012-02-08 , 2012-02-15 , 2012-02-08 , 0 , True
12-0473 , 2012-02-08 , 2012-02-15 , 2012-02-08 , 0 , True
12-0474 , 2012-02-08 , 2012-02-15 , 2012-02-08 , 0 , True
12-0475 , 2012-02-08 , 2012-02-15 , 2012-02-09 , 1 , True
12-0476 , 2012-02-08 , 2012-02-15 , 2012-02-09 , 1 , True
12-0477 , 2012-02-08 , 2012-02-15 , 2012-02-08 , 0 , True
12-0478 , 2012-02-08 , 2012-02-15 , 2012-02-24 , 16 , False
12-0479 , 2012-02-08 , 2012-02-15 , 2012-02-14 , 6 , False
12-0480 , 2012-02-08 , 2012-02-15 , 2012-02-10 , 2 , True
12-0481 , 2012-02-09 , 2012-02-16 , 2012-02-09 , 0 , True
12-0482 , 2012-02-09 , 2012-02-16 , 2012-02-09 , 0 , True
12-0483 , 2012-02-09 , 2012-02-16 , 2012-02-22 , 13 , False
12-0484 , 2012-02-09 , 2012-02-16 , 2012-02-10 , 1 , True
12-0485 , 2012-02-09 , 2012-02-16 , 2012-02-14 , 5 , True
12-0486 , 2012-02-09 , 2012-02-16 , 2012-02-09 , 0 , True
12-0487 , 2012-02-09 , 2012-02-16 , 2012-02-09 , 0 , True
12-0488 , 2012-02-09 , 2012-02-16 , 2012-02-09 , 0 , True
12-0489 , 2012-02-09 , 2012-02-16 , 2012-02-09 , 0 , True
12-0490 , 2012-02-09 , 2012-02-16 , 2012-02-22 , 13 , False
12-0491 , 2012-02-09 , 2012-02-16 , 2012-02-10 , 1 , True
12-0492 , 2012-02-09 , 2012-02-16 , 2012-02-17 , 8 , False
12-0493 , 2012-02-09 , 2012-02-16 , 2012-02-27 , 18 , False
12-0494 , 2012-02-09 , 2012-02-16 , 2012-02-09 , 0 , True
12-0495 , 2012-02-09 , 2012-02-16 , 2012-02-09 , 0 , True
12-0496 , 2012-02-09 , 2012-02-16 , 2012-02-15 , 6 , False
12-0497 , 2012-02-09 , 2012-02-16 , 2012-02-09 , 0 , True
12-0498 , 2012-02-09 , 2012-02-16 , 2012-02-14 , 5 , True
12-0499 , 2012-02-09 , 2012-02-16 , 2012-02-10 , 1 , True
12-0500 , 2012-02-09 , 2012-02-16 , 2012-02-24 , 15 , False
12-0501 , 2012-02-09 , 2012-02-16 , 2012-02-09 , 0 , True
12-0502 , 2012-02-09 , 2012-02-16 , 2012-02-09 , 0 , True
12-0503 , 2012-02-09 , 2012-02-16 , 2012-02-09 , 0 , True
12-0504 , 2012-02-10 , 2012-02-17 , 2012-02-10 , 0 , True
12-0505 , 2012-02-10 , 2012-02-17 , 2012-02-10 , 0 , True
12-0506 , 2012-02-10 , 2012-02-17 , 2012-02-10 , 0 , True
12-0507 , 2012-02-10 , 2012-02-17 , 2012-02-22 , 12 , False
12-0508 , 2012-02-10 , 2012-02-17 , 2012-02-10 , 0 , True
12-0509 , 2012-02-10 , 2012-02-17 , 2012-02-21 , 11 , False
12-0510 , 2012-02-10 , 2012-02-17 , 2012-03-09 , 28 , False
12-0511 , 2012-02-10 , 2012-02-17 , 2012-02-10 , 0 , True
12-0512 , 2012-02-10 , 2012-02-17 , 2012-02-10 , 0 , True
12-0513 , 2012-02-10 , 2012-02-17 , 2012-02-10 , 0 , True
12-0514 , 2012-02-10 , 2012-02-17 , 2012-02-10 , 0 , True
12-0515 , 2012-02-10 , 2012-02-17 , 2012-02-17 , 7 , False
12-0516 , 2012-02-10 , 2012-02-17 , 2012-02-10 , 0 , True
12-0517 , 2012-02-10 , 2012-02-17 , 2012-02-10 , 0 , True
12-0518 , 2012-02-10 , 2012-02-17 , 2012-02-15 , 5 , True
12-0519 , 2012-02-10 , 2012-02-17 , 2012-02-10 , 0 , True
12-0520 , 2012-02-10 , 2012-02-17 , 2012-02-15 , 5 , True
12-0521 , 2012-02-14 , 2012-02-21 , 2012-02-14 , 0 , True
12-0522 , 2012-02-14 , 2012-02-21 , 2012-02-22 , 8 , False
12-0523 , 2012-02-14 , 2012-02-21 , 2012-02-22 , 8 , False
12-0524 , 2012-02-14 , 2012-02-21 , 2012-02-16 , 2 , True
12-0525 , 2012-02-14 , 2012-02-21 , 2012-02-21 , 7 , False
12-0526 , 2012-02-14 , 2012-02-21 , 2012-02-22 , 8 , False
12-0527 , 2012-02-14 , 2012-02-21 , 2012-02-14 , 0 , True
12-0528 , 2012-02-14 , 2012-02-21 , 2012-02-14 , 0 , True
12-0529 , 2012-02-14 , 2012-02-21 , 2012-03-01 , 16 , False
12-0530 , 2012-02-14 , 2012-02-21 , 2012-02-14 , 0 , True
12-0531 , 2012-02-14 , 2012-02-21 , 2012-02-14 , 0 , True
12-0532 , 2012-02-14 , 2012-02-21 , 2012-02-14 , 0 , True
12-0533 , 2012-02-14 , 2012-02-21 , 2012-02-15 , 1 , True
12-0534 , 2012-02-14 , 2012-02-21 , 2012-02-14 , 0 , True
12-0535 , 2012-02-14 , 2012-02-21 , 2012-02-15 , 1 , True
12-0536 , 2012-02-14 , 2012-02-21 , 2012-02-15 , 1 , True
12-0537 , 2012-02-14 , 2012-02-21 , 2012-02-14 , 0 , True
12-0538 , 2012-02-14 , 2012-02-21 , 2012-02-14 , 0 , True
12-0539 , 2012-02-14 , 2012-02-21 , 2012-02-16 , 2 , True
12-0540 , 2012-02-14 , 2012-02-21 , 2012-02-14 , 0 , True
12-0541 , 2012-02-14 , 2012-02-21 , 2012-02-14 , 0 , True
12-0542 , 2012-02-14 , 2012-02-21 , 2012-02-16 , 2 , True
12-0543 , 2012-02-14 , 2012-02-21 , 2012-02-17 , 3 , True
12-0544 , 2012-02-14 , 2012-02-21 , 2012-02-14 , 0 , True
12-0545 , 2012-02-14 , 2012-02-21 , 2012-02-14 , 0 , True
12-0546 , 2012-02-15 , 2012-02-22 , 2012-02-15 , 0 , True
12-0547 , 2012-02-14 , 2012-02-21 , 2012-02-29 , 15 , False
12-0548 , 2012-02-14 , 2012-02-21 , 2012-02-15 , 1 , True
12-0549 , 2012-02-14 , 2012-02-21 , 2012-02-23 , 9 , False
12-0550 , 2012-02-15 , 2012-02-22 , 2012-02-16 , 1 , True
12-0551 , 2012-02-15 , 2012-02-22 , 2012-02-21 , 6 , False
12-0552 , 2012-02-15 , 2012-02-22 , 2012-02-23 , 8 , False
12-0553 , 2012-02-15 , 2012-02-22 , 2012-02-15 , 0 , True
12-0554 , 2012-02-15 , 2012-02-22 , 2012-02-15 , 0 , True
12-0555 , 2012-02-15 , 2012-02-22 , 2012-02-15 , 0 , True
12-0556 , 2012-02-15 , 2012-02-22 , 2012-02-15 , 0 , True
12-0557 , 2012-02-15 , 2012-02-22 , 2012-02-15 , 0 , True
12-0558 , 2012-02-15 , 2012-02-22 , 2012-02-15 , 0 , True
12-0559 , 2012-02-15 , 2012-02-22 , 2012-02-29 , 14 , False
12-0560 , 2012-02-15 , 2012-02-22 , 2012-02-15 , 0 , True
12-0561 , 2012-02-15 , 2012-02-22 , 2012-02-16 , 1 , True
12-0562 , 2012-02-15 , 2012-02-22 , 2012-02-15 , 0 , True
12-0563 , 2012-02-15 , 2012-02-22 , 2012-02-23 , 8 , False
12-0564 , 2012-02-16 , 2012-02-23 , 2012-02-16 , 0 , True
12-0565 , 2012-02-16 , 2012-02-23 , 2012-02-16 , 0 , True
12-0566 , 2012-02-16 , 2012-02-23 , 2012-02-16 , 0 , True
12-0567 , 2012-02-16 , 2012-02-23 , 2012-02-16 , 0 , True
12-0568 , 2012-02-16 , 2012-02-23 , 2012-02-16 , 0 , True
12-0569 , 2012-02-16 , 2012-02-23 , 2012-02-16 , 0 , True
12-0570 , 2012-02-16 , 2012-02-23 , 2012-02-16 , 0 , True
12-0571 , 2012-02-16 , 2012-02-23 , 2012-02-22 , 6 , False
12-0572 , 2012-02-16 , 2012-02-23 , 2012-02-17 , 1 , True
12-0573 , 2012-02-16 , 2012-02-23 , 2012-03-02 , 15 , False
12-0574 , 2012-02-16 , 2012-02-23 , 2012-02-16 , 0 , True
12-0575 , 2012-02-16 , 2012-02-23 , 2012-02-16 , 0 , True
12-0576 , 2012-02-16 , 2012-02-23 , 2012-02-16 , 0 , True
12-0577 , 2012-02-16 , 2012-02-23 , 2012-02-16 , 0 , True
12-0578 , 2012-02-16 , 2012-02-23 , 2012-02-16 , 0 , True
12-0579 , 2012-02-16 , 2012-02-23 , 2012-02-16 , 0 , True
12-0580 , 2012-02-16 , 2012-02-23 , 2012-02-28 , 12 , False
12-0581 , 2012-02-16 , 2012-02-23 , 2012-02-23 , 7 , False
12-0582 , 2012-02-16 , 2012-02-23 , 2012-02-15 , -1 , True
12-0583 , 2012-02-16 , 2012-02-23 , 2012-03-02 , 15 , False
12-0584 , 2012-02-17 , 2012-02-24 , 2012-02-17 , 0 , True
12-0585 , 2012-02-17 , 2012-02-24 , 2012-02-27 , 10 , False
12-0586 , 2012-02-17 , 2012-02-24 , 2012-02-17 , 0 , True
12-0587 , 2012-02-17 , 2012-02-24 , 2012-02-17 , 0 , True
12-0588 , 2012-02-17 , 2012-02-24 , 2012-02-28 , 11 , False
12-0589 , 2012-02-17 , 2012-02-24 , 2012-02-28 , 11 , False
12-0590 , 2012-02-17 , 2012-02-24 , 2012-02-17 , 0 , True
12-0591 , 2012-02-17 , 2012-02-24 , 2012-02-17 , 0 , True
12-0592 , 2012-02-17 , 2012-02-24 , 2012-02-27 , 10 , False
12-0593 , 2012-02-17 , 2012-02-24 , 2012-02-17 , 0 , True
12-0594 , 2012-02-17 , 2012-02-24 , 2012-02-17 , 0 , True
12-0595 , 2012-02-17 , 2012-02-24 , 2012-03-06 , 18 , False
12-0596 , 2012-02-17 , 2012-02-24 , 2012-02-17 , 0 , True
12-0597 , 2012-02-17 , 2012-02-24 , 2012-02-28 , 11 , False
12-0598 , 2012-02-21 , 2012-02-28 , 2012-02-21 , 0 , True
12-0599 , 2012-02-21 , 2012-02-28 , 2012-02-21 , 0 , True
12-0600 , 2012-02-21 , 2012-02-28 , 2012-02-21 , 0 , True
12-0601 , 2012-02-21 , 2012-02-28 , 2012-02-27 , 6 , False
12-0602 , 2012-02-21 , 2012-02-28 , 2012-02-21 , 0 , True
12-0603 , 2012-02-21 , 2012-02-28 , 2012-02-21 , 0 , True
12-0604 , 2012-02-21 , 2012-02-28 , 2012-02-21 , 0 , True
12-0605 , 2012-02-21 , 2012-02-28 , 2012-03-09 , 17 , False
12-0606 , 2012-02-21 , 2012-02-28 , 2012-02-21 , 0 , True
12-0607 , 2012-02-21 , 2012-02-28 , 2012-02-21 , 0 , True
12-0608 , 2012-02-21 , 2012-02-28 , 2012-02-21 , 0 , True
12-0609 , 2012-02-21 , 2012-02-28 , 2012-02-21 , 0 , True
12-0610 , 2012-02-17 , 2012-02-24 , 2012-02-23 , 6 , False
12-0611 , 2012-02-21 , 2012-02-28 , 2012-02-21 , 0 , True
12-0612 , 2012-02-21 , 2012-02-28 , 2012-02-21 , 0 , True
12-0613 , 2012-02-21 , 2012-02-28 , 2012-02-21 , 0 , True
12-0614 , 2012-02-21 , 2012-02-28 , 2012-02-21 , 0 , True
12-0615 , 2012-02-21 , 2012-02-28 , 2012-02-22 , 1 , True
12-0616 , 2012-02-21 , 2012-02-28 , 2012-02-22 , 1 , True
12-0617 , 2012-02-21 , 2012-02-28 , 2012-03-08 , 16 , False
12-0618 , 2012-02-21 , 2012-02-28 , 2012-02-21 , 0 , True
12-0619 , 2012-02-21 , 2012-02-28 , 2012-02-22 , 1 , True
12-0620 , 2012-02-21 , 2012-02-28 , 2012-02-24 , 3 , True
12-0621 , 2012-02-21 , 2012-02-28 , 2012-02-22 , 1 , True
12-0622 , 2012-02-22 , 2012-02-29 , 2012-02-29 , 7 , False
12-0623 , 2012-02-22 , 2012-02-29 , 2012-02-24 , 2 , True
12-0624 , 2012-02-22 , 2012-02-29 , 2012-02-22 , 0 , True
12-0625 , 2012-02-22 , 2012-02-29 , 2012-03-08 , 15 , False
12-0626 , 2012-02-22 , 2012-02-29 , 2012-02-22 , 0 , True
12-0627 , 2012-02-22 , 2012-02-29 , 2012-02-22 , 0 , True
12-0628 , 2012-02-22 , 2012-02-29 , 2012-02-22 , 0 , True
12-0629 , 2012-02-22 , 2012-02-29 , 2012-02-22 , 0 , True
12-0630 , 2012-02-22 , 2012-02-29 , 2012-02-22 , 0 , True
12-0631 , 2012-02-22 , 2012-02-29 , 2002-02-22 , -3652 , True
12-0632 , 2012-02-22 , 2012-02-29 , 2012-02-22 , 0 , True
12-0633 , 2012-02-22 , 2012-02-29 , 2012-02-28 , 6 , False
12-0634 , 2012-02-23 , 2012-03-01 , 2012-03-01 , 7 , False
12-0635 , 2012-02-23 , 2012-03-01 , 2012-03-22 , 28 , False
12-0636 , 2012-02-23 , 2012-03-01 , 2012-02-23 , 0 , True
12-0637 , 2012-02-23 , 2012-03-01 , 2012-02-23 , 0 , True
12-0638 , 2012-02-23 , 2012-03-01 , 2012-02-23 , 0 , True
12-0639 , 2012-02-23 , 2012-03-01 , 2012-02-23 , 0 , True
12-0640 , 2012-02-23 , 2012-03-01 , 2012-02-23 , 0 , True
12-0641 , 2012-02-23 , 2012-03-01 , 2012-02-23 , 0 , True
12-0642 , 2012-02-23 , 2012-03-01 , 2012-02-23 , 0 , True
12-0643 , 2012-02-23 , 2012-03-01 , 2012-03-01 , 7 , False
12-0644 , 2012-02-23 , 2012-03-01 , 2012-02-23 , 0 , True
12-0645 , 2012-02-23 , 2012-03-01 , 2012-02-23 , 0 , True
12-0646 , 2012-02-23 , 2012-03-01 , 2012-02-23 , 0 , True
12-0647 , 2012-02-23 , 2012-03-01 , 2012-02-23 , 0 , True
12-0648 , 2012-02-23 , 2012-03-01 , 2012-02-27 , 4 , True
12-0649 , 2012-02-23 , 2012-03-01 , 2012-02-23 , 0 , True
12-0650 , 2012-02-23 , 2012-03-01 , 2012-02-23 , 0 , True
12-0651 , 2012-02-24 , 2012-03-02 , 2012-02-27 , 3 , True
12-0652 , 2012-02-24 , 2012-03-02 , 2012-02-29 , 5 , True
12-0653 , 2012-02-24 , 2012-03-02 , 2012-02-29 , 5 , True
12-0654 , 2012-02-24 , 2012-03-02 , 2012-02-24 , 0 , True
12-0655 , 2012-02-24 , 2012-03-02 , 2012-03-01 , 6 , False
12-0656 , 2012-02-24 , 2012-03-02 , 2012-03-01 , 6 , False
12-0657 , 2012-02-24 , 2012-03-02 , 2012-02-28 , 4 , True
12-0658 , 2012-02-24 , 2012-03-02 , 2012-02-29 , 5 , True
12-0659 , 2012-02-24 , 2012-03-02 , 2012-02-27 , 3 , True
12-0660 , 2012-02-24 , 2012-03-02 , 2012-02-24 , 0 , True
12-0661 , 2012-02-24 , 2012-03-02 , 2012-02-27 , 3 , True
12-0662 , 2012-02-24 , 2012-03-02 , 2012-02-29 , 5 , True
12-0663 , 2012-02-24 , 2012-03-02 , 2012-02-27 , 3 , True
12-0664 , 2012-02-24 , 2012-03-02 , 2012-02-27 , 3 , True
12-0665 , 2012-02-24 , 2012-03-02 , 2012-03-02 , 7 , False
12-0666 , 2012-02-27 , 2012-03-05 , 2012-02-28 , 1 , True
12-0667 , 2012-02-27 , 2012-03-05 , 2012-02-27 , 0 , True
12-0668 , 2012-02-27 , 2012-03-05 , 2012-02-27 , 0 , True
12-0669 , 2012-02-27 , 2012-03-05 , 2012-02-27 , 0 , True
12-0670 , 2012-02-27 , 2012-03-05 , 2012-02-27 , 0 , True
12-0671 , 2012-02-27 , 2012-03-05 , 2012-02-27 , 0 , True
12-0672 , 2012-02-27 , 2012-03-05 , 2012-02-27 , 0 , True
12-0673 , 2012-02-27 , 2012-03-05 , 2012-02-27 , 0 , True
12-0674 , 2012-02-27 , 2012-03-05 , 2012-02-27 , 0 , True
12-0675 , 2012-02-27 , 2012-03-05 , 2012-02-27 , 0 , True
12-0676 , 2012-02-27 , 2012-03-05 , 2012-03-01 , 3 , True
12-0677 , 2012-02-27 , 2012-03-05 , 2012-02-28 , 1 , True
12-0678 , 2012-02-27 , 2012-03-05 , 2012-02-27 , 0 , True
12-0679 , 2012-02-27 , 2012-03-05 , 2012-02-27 , 0 , True
12-0680 , 2012-02-27 , 2012-03-05 , 2012-02-28 , 1 , True
12-0681 , 2012-02-27 , 2012-03-05 , 2012-02-28 , 1 , True
12-0682 , 2012-02-27 , 2012-03-05 , 2012-02-28 , 1 , True
12-0683 , 2012-02-27 , 2012-03-05 , 2012-02-27 , 0 , True
12-0684 , 2012-02-27 , 2012-03-05 , 2012-02-28 , 1 , True
12-0685 , 2012-02-27 , 2012-03-05 , 2012-02-27 , 0 , True
12-0686 , 2012-02-27 , 2012-03-05 , 2012-02-29 , 2 , True
12-0687 , 2012-02-27 , 2012-03-05 , 2012-03-06 , 8 , False
12-0688 , 2012-02-27 , 2012-03-05 , 2012-02-27 , 0 , True
12-0689 , 2012-02-27 , 2012-03-05 , 2012-03-01 , 3 , True
12-0690 , 2012-02-27 , 2012-03-05 , 2012-02-28 , 1 , True
12-0691 , 2012-02-27 , 2012-03-05 , 2012-02-27 , 0 , True
12-0692 , 2012-02-27 , 2012-03-05 , 2012-02-28 , 1 , True
12-0693 , 2012-02-27 , 2012-03-05 , 2012-02-28 , 1 , True
12-0694 , 2012-02-27 , 2012-03-05 , 2012-02-28 , 1 , True
12-0695 , 2012-02-27 , 2012-03-05 , 2012-02-29 , 2 , True
12-0696 , 2012-02-27 , 2012-03-05 , 2012-02-28 , 1 , True
12-0697 , 2012-02-27 , 2012-03-05 , 2012-02-28 , 1 , True
12-0698 , 2012-02-27 , 2012-03-05 , 2012-03-02 , 4 , True
12-0699 , 2012-02-27 , 2012-03-05 , 2012-02-28 , 1 , True
12-0700 , 2012-02-27 , 2012-03-05 , 2012-03-06 , 8 , False
12-0701 , 2012-02-27 , 2012-03-05 , 2012-02-27 , 0 , True
12-0702 , 2012-02-27 , 2012-03-05 , 2012-02-27 , 0 , True
12-0703 , 2012-02-27 , 2012-03-05 , 2012-02-27 , 0 , True
12-0704 , 2012-02-27 , 2012-03-05 , 2012-02-27 , 0 , True
12-0705 , 2012-02-27 , 2012-03-05 , 2012-02-27 , 0 , True
12-0706 , 2012-02-27 , 2012-03-05 , 2012-03-06 , 8 , False
12-0707 , 2012-02-28 , 2012-03-06 , 2012-02-28 , 0 , True
12-0708 , 2012-02-28 , 2012-03-06 , 2012-02-28 , 0 , True
12-0709 , 2012-02-28 , 2012-03-06 , 2012-03-14 , 15 , False
12-0710 , 2012-02-28 , 2012-03-06 , 2012-02-28 , 0 , True
12-0711 , 2012-02-28 , 2012-03-06 , 2012-03-01 , 2 , True
12-0712 , 2012-02-28 , 2012-03-06 , 2012-02-28 , 0 , True
12-0713 , 2012-02-28 , 2012-03-06 , 2012-03-06 , 7 , False
12-0714 , 2012-02-28 , 2012-03-06 , 2012-02-28 , 0 , True
12-0715 , 2012-02-28 , 2012-03-06 , 2012-02-28 , 0 , True
12-0716 , 2012-02-28 , 2012-03-06 , 2012-02-28 , 0 , True
12-0717 , 2012-02-28 , 2012-03-06 , 2012-02-28 , 0 , True
12-0718 , 2012-02-29 , 2012-03-07 , 2012-02-29 , 0 , True
